,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
154,Ford,E150 XLT,2013,162100.0,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Black,Gray,None reported,Yes,12500.0
155,Tesla,Model 3 Performance,2022,13079.0,,455.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,47000.0
156,Toyota,4Runner SR5,2022,28377.0,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Silver,Gray,None reported,Yes,36999.0
157,Subaru,Forester Base,2020,32744.0,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Gray,None reported,Yes,24000.0
158,Porsche,Panamera 2,2012,54000.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,26000.0
159,Toyota,Tacoma PreRunner,2008,202055.0,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,8500.0
160,RAM,2500 Laramie,2019,65000.0,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None reported,Yes,65000.0
161,Kia,Sportage Nightfall,2022,9686.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Hyper Red,Black,None reported,Yes,30990.0
162,Cadillac,DTS Base,2010,49620.0,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,10499.0
163,Toyota,Land Cruiser Base,1997,213000.0,Gasoline,212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,26500.0
164,Nissan,GT-R Premium,2020,16010.0,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,114000.0
165,Lexus,NX 350 F SPORT Handling,2023,820.0,Gasoline,2.4 Liter,8-SPEED AT,Black,Black,None reported,Yes,51998.0
166,Audi,Q7 45 Premium Plus,2021,68000.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,36499.0
167,Lexus,LX 470 Base,1999,82000.0,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,25000.0
168,GMC,Terrain SLE,2022,27352.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,None reported,Yes,27785.0
169,Ford,Escape Limited,2012,129000.0,Gasoline,171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,7000.0
170,Lexus,LS 460 L,2014,106731.0,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,30000.0
171,Ford,Expedition Platinum,2019,34672.0,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,White,None reported,Yes,45500.0
172,Chevrolet,Malibu LTZ,2010,55900.0,Gasoline,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,None reported,Yes,8950.0
173,Audi,RS 7 4.0T quattro,2023,3158.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,1-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,Yes,128900.0
174,Audi,A5 2.0T Premium Plus,2015,82000.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,17000.0
175,Genesis,G70 2.0T,2023,4785.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Vik Black,Obsidian Black,None reported,Yes,42850.0
176,Chevrolet,Trailblazer LS,2021,20497.0,Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Pacific Blue Metallic,Black,None reported,Yes,22999.0
177,Scion,tC Base,2013,177600.0,Gasoline,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,7100.0
178,Lincoln,MKZ Hybrid Base,2014,78568.0,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,None reported,Yes,15500.0
179,Ford,Transit-350 XL,2018,95000.0,E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,43000.0
180,Porsche,911 GT2 RS,2018,4529.0,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,417500.0
181,Ford,Explorer Timberline,2021,25240.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,At least 1 accident or damage reported,Yes,39951.0
182,Volvo,XC90 3.2,2011,88300.0,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,11500.0
183,Chevrolet,Avalanche LTZ,2013,98000.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,27499.0
184,Audi,TT RS 2.5T,2018,20675.0,Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,76000.0
185,Lincoln,Navigator L,2008,95000.0,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10900.0
186,Hyundai,Elantra GLS,2010,107000.0,Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Blue,At least 1 accident or damage reported,Yes,6250.0
187,Audi,SQ5 3.0T Premium Plus,2016,60000.0,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,24700.0
188,Mitsubishi,Lancer Evolution GSR,2012,33000.0,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,34999.0
189,Tesla,Model Y Performance,2023,500.0,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,White,None reported,Yes,60000.0
190,Mercedes-Benz,Maybach S S 600,2016,108500.0,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,63500.0
191,Nissan,GT-R Premium,2017,37800.0,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,149500.0
192,Mercedes-Benz,GLS 550 Base 4MATIC,2018,74422.0,Gasoline,4.7 Liter Twin Turbo,Automatic,Obsidian Black Metallic,Gray,None reported,Yes,44798.0
193,Chevrolet,Blazer Premier,2019,55621.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,34562.0
194,Mazda,CX-9 Grand Touring,2021,46707.0,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Sonic Silver Metallic,Black,At least 1 accident or damage reported,Yes,32541.0
195,Ford,Expedition Max Limited,2022,26500.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,65900.0
196,Nissan,Titan XD SV,2020,10001.0,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,Black,Black,None reported,Yes,47214.0
197,Lexus,LX 570 Three-Row,2019,19050.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,76900.0
198,Chevrolet,Traverse Premier,2020,52000.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,35800.0
199,Mercedes-Benz,Sprinter High Roof,2014,65000.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,54999.0
200,BMW,X5 3.0i,2004,140000.0,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,6730.0
201,Ford,Fusion SE,2018,75600.0,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,14950.0
202,Lincoln,MKZ Base,2015,117292.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,12000.0
203,Ford,GT,2005,1897.0,Gasoline,5.4 Liter SC DOHC,Manual,White,–,None reported,Yes,429998.0
204,Genesis,G90 5.0 Ultimate,2017,26000.0,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,33600.0
205,Lexus,LC 500 Base,2022,2071.0,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Nightfall Mica,Caramel,None reported,Yes,99950.0
206,Ford,Shelby GT500 Base,2014,15629.0,Gasoline,5.8L V8 32V MPFI DOHC Supercharged,6-Speed Manual,Black,Black,None reported,Yes,61900.0
207,Saturn,Sky Base,2008,15020.0,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Red,None reported,Yes,18500.0
208,Audi,RS Q8 4.0T quattro,2022,11322.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,Yes,119900.0
209,Toyota,Land Cruiser,2016,50361.0,Gasoline,5.7 Liter,Automatic,Silver,Black,None reported,Yes,65998.0
210,Mercedes-Benz,SL-Class SL 550,2013,115000.0,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,36000.0
211,Porsche,911 Carrera C2S,2005,28500.0,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,63500.0
212,Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,51700.0,Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,32000.0
213,Ford,Taurus X Limited,2008,148949.0,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,3900.0
214,BMW,440 Gran Coupe i,2018,39300.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,31750.0
215,Honda,S2000 CR,2008,82323.0,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,28500.0
216,Acura,Integra w/A-Spec Tech Package,2023,3574.0,Gasoline,1.5 Liter Turbo,Variable,Apex Blue,Orchid,None reported,Yes,34998.0
217,Ford,Excursion Limited,2001,109357.0,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,12749.0
218,Mercedes-Benz,SL-Class SL500 Roadster,2004,46000.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,18853.0
219,Mercedes-Benz,CLS-Class CLS 550,2007,123112.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,104999.0
220,INFINITI,G35 Sport,2007,37100.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,16900.0
221,Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,14500.0
222,Dodge,Challenger R/T Scat Pack,2022,1240.0,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Go Mango!,Black,None reported,Yes,53900.0
223,Lincoln,Navigator L Reserve,2019,67073.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,47999.0
224,Maserati,Ghibli S Q4,2015,28700.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,24900.0
225,Tesla,Model X Base,2023,8200.0,,670.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,93999.0
226,Mercedes-Benz,AMG G 63 Base,2018,41000.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,108900.0
227,Ford,Expedition Limited,2018,98995.0,Gasoline,3.5 Liter GTDI,Automatic,Ingot Silver Metallic,Ebony,None reported,Yes,34998.0
228,Volkswagen,Routan SE,2012,123815.0,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,5000.0
229,Bugatti,Veyron 16.4 Grand Sport,2011,6330.0,Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,White,None reported,Yes,1950995.0
230,Toyota,Highlander XLE,2020,61341.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,Yes,34084.0
231,Honda,Civic LX,2016,96473.0,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Black,Black,None reported,Yes,15599.0
232,Jeep,Wrangler Unlimited Sahara,2017,66107.0,Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Black Clearcoat,Black,None reported,Yes,31331.0
233,Land,Rover Range Rover Supercharged,2008,114287.0,Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,9900.0
234,Acura,ILX 2.0L w/Premium Package,2015,75000.0,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,Beige,None reported,Yes,14500.0
235,BMW,M6 Base,2016,45800.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gold,Black,None reported,Yes,36800.0
236,Polestar,2 Launch Edition,2021,12172.0,,Electric,1-Speed Automatic,Thunder Gray,Charcoal,None reported,Yes,35999.0
237,BMW,X6 sDrive35i,2016,70582.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,35000.0
238,Porsche,Cayman S,2014,33088.0,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,49750.0
239,Lincoln,Corsair Grand Touring,2021,1850.0,Plug-In Hybrid,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Silver,Beige,None reported,Yes,49000.0
240,Cadillac,DTS Luxury II,2008,94155.0,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,10500.0
241,Cadillac,ATS 3.6L Luxury,2016,25000.0,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Beige,None reported,Yes,17999.0
242,GMC,Sierra 1500 SLT,2016,99500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,27995.0
243,INFINITI,G37 x,2009,158564.0,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,8750.0
244,Ford,Transit-350 XLT,2023,20000.0,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,78499.0
245,Cadillac,XTS Luxury,2018,46711.0,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,20850.0
246,Nissan,NV Passenger NV3500 HD SL V8,2017,46496.0,Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,41000.0
247,Mercedes-Benz,GLS 450 Base 4MATIC,2019,19800.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,53800.0
248,Toyota,Land Cruiser Base,2008,175000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,37900.0
249,Toyota,Land Cruiser Base,2016,61500.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,63500.0
250,RAM,ProMaster 2500 Window Van High Roof,2016,49750.0,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,65000.0
251,Lamborghini,Gallardo Base,2007,38800.0,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,100000.0
252,Lincoln,MKZ Base,2011,83765.0,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,8995.0
253,Mercedes-Benz,EQS 450 4MATIC,2023,7388.0,,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Beige,None reported,Yes,105500.0
254,Lamborghini,Huracan Tecnica Coupe,2023,278.0,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Bianco Monocerus,Nero Ade,None reported,Yes,359991.0
255,Alfa,Romeo Giulia Quadrifoglio,2022,1966.0,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Verde,Black,None reported,Yes,75900.0
256,Chevrolet,Trailblazer LT,2021,50648.0,Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic CVT,Pacific Blue Metallic,Jet Black,None reported,Yes,23995.0
257,Toyota,Land Cruiser Base,1993,231500.0,–,–,A/T,White,Gray,None reported,Yes,29500.0
258,Lamborghini,Urus Base,2021,13692.0,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,257000.0
259,INFINITI,G37 x,2013,60058.0,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,15000.0
260,Maserati,Levante S,2017,54423.0,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,33950.0
261,Toyota,Highlander Limited,2022,24001.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Wind Chill Pearl,Graphite,None reported,Yes,47498.0
262,Nissan,Armada SL,2022,14735.0,Gasoline,5.6 Liter,Automatic,White,Black,None reported,Yes,50998.0
263,Audi,Q5 Premium,2023,2425.0,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black,–,None reported,Yes,42998.0
264,Ford,Shelby GT500 Base,2022,2050.0,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,94999.0
265,Lincoln,Navigator L Reserve,2019,64855.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Beige,None reported,Yes,46995.0
266,Mercedes-Benz,EQS 450+ Base,2022,16238.0,,329.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Beige,None reported,Yes,62479.0
267,RAM,1500 Laramie,2022,18051.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,47995.0
268,Lincoln,Town Car Base,2004,36524.0,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,None reported,Yes,14900.0
269,Acura,TLX w/A-Spec Package,2022,14896.0,Gasoline,2.0 Liter DOHC Turbo,2,Lunar Silver Metallic,Ebony,None reported,Yes,39998.0
270,Toyota,Camry Hybrid LE,2022,14048.0,Hybrid,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Black,Black,None reported,Yes,29999.0
271,Honda,CR-V EX,2003,224000.0,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Gray,None reported,Yes,3900.0
272,Mercedes-Benz,E-Class E 550,2014,80581.0,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,26000.0
273,Mazda,MX-5 Miata Grand Touring,2007,81400.0,Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,–,At least 1 accident or damage reported,Yes,11000.0
274,Porsche,718 Boxster Base,2019,6700.0,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,63000.0
275,Ford,Transit-350 XLT,2015,143000.0,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,22500.0
276,Kia,Sportage SX Turbo,2017,87842.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Black Cherry,Black,None reported,Yes,18688.0
277,INFINITI,G37 S Sport,2010,116451.0,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Gray,None reported,Yes,16500.0
278,Nissan,Titan XD S,2019,53677.0,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Gray,None reported,Yes,27900.0
279,Audi,S7 2.9T Prestige,2021,12000.0,Hybrid,444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,77500.0
280,Land,Rover Discovery HSE,2019,20034.0,Gasoline,3.0 Liter,Automatic,Yulong White,Tan/Ebony,None reported,Yes,43998.0
281,Ford,Transit-350 XLT,2020,32000.0,Diesel,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,A/T,Black,Black,None reported,Yes,68000.0
282,INFINITI,Q70 3.7,2014,70312.0,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,19995.0
283,Jeep,Gladiator Rubicon,2022,8794.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,54000.0
284,Lincoln,MKX Base,2010,156000.0,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,5900.0
285,Porsche,911 Carrera 4S,2020,25568.0,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,7-Speed Manual,Red,Black,None reported,Yes,134999.0
286,Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67100.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,34250.0
287,Porsche,Cayman Base,2014,52000.0,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,37000.0
288,Acura,MDX 3.7L Advance,2011,137200.0,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,None reported,Yes,12000.0
289,Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36000.0,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,32000.0
290,Kia,Forte GT-Line,2023,15500.0,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,24500.0
291,BMW,M8 Competition,2020,10906.0,Gasoline,4.4 Liter Twin Turbo,Automatic,Donington Grey Metallic,Black,None reported,Yes,96998.0
292,Lincoln,MKC Select,2019,49814.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Ruby Red Metallic Tinted Clearcoat,Cappuccino,None reported,Yes,26545.0
293,BMW,i8 Base,2015,846.0,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,A/T,White,White,None reported,Yes,86999.0
294,Toyota,Highlander XLE,2021,67039.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blue,Black,None reported,Yes,34645.0
295,Mazda,CX-30 Premium Package,2023,2636.0,Gasoline,2.5L I4 16V,6-Speed Automatic,Platinum Quartz Metallic,Black,None reported,Yes,28535.0
296,Porsche,Cayenne Platinum Edition,2018,50166.0,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,White,Black,At least 1 accident or damage reported,Yes,43550.0
297,Lincoln,MKZ Reserve,2017,37375.0,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,None reported,Yes,27500.0
298,Tesla,Model 3 Standard Range Plus,2021,21600.0,,271.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,31000.0
299,Porsche,718 Cayman S,2019,9500.0,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,69000.0
300,Chevrolet,Corvette Base,2005,143095.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,Yes,16000.0
301,Acura,RSX Type S,2002,80000.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Beige,Beige,At least 1 accident or damage reported,Yes,8500.0
302,Ferrari,Roma Base,2021,3000.0,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,Yes,275000.0
303,Porsche,Cayman S,2007,5856.0,Gasoline,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,45000.0
